produto,total_vendas,receita_total
LIMPEZA PESADA QBOA 500ML,3139.0,20504.93
SABAO LIQUIDO BRIFORT CONCENTRADO AZUL 2L,2188.0,20504.72
LIMPEZA PESADA SUPER CANDIDA CLORO GEL ORIGINAL 1L,1582.0,20492.61
DESINFETANTE SANOL PINHO LAVANDA 1L,2762.0,20471.48
LIMPADOR ESSENCIA SANOL ALECRIM 120ML,1824.0,20450.83
AMACIANTE DILUIDO ZAVASKI LAVANDA 2L,2631.0,20447.21
LIMPADOR ESSENCIA AROMASIL ROSAS ROUBADAS 140ML,2155.0,20431.79
DETERGENTE LIQUIDO ALPES MACA 500ML,9249.0,20424.91
SABAO LIQUIDO CANDURA ROUPAS BCA E COLOR COCO E AVELA 3L,1015.0,20422.09
"SABAO EM PO SURF CUIDADO DO COCO SC 1,6KG",1198.0,20417.94
DESINFETANTE ORIENTAL TALCO 6X2L,3044.0,20410.39
LIMPADOR ESSENCIA LIMP UP 120ML,2555.0,20406.06
DETERGENTE LIQUIDO DRAGAO LAVA LOUCAS LIMAO 500ML,12123.0,20401.73
DETERGENTE LIQUIDO RAJJA NEUTRO 500ML,11209.0,20390.89
"SABAO EM PO AMACITEL ALEGRES ENCANTOS 4,0KG",693.0,20380.93
SABAO EM PO ZUPP 800G,2801.0,20368.01
LIMPADOR MULTIUSO BARRA FRESH SPRAY 500ML,8340.0,20366.51
AMACIANTE DILUIDO TUFF PLUS CELESTE AZUL 3L,1255.0,20364.36
DETERGENTE LIQUIDO TEIU NEUTRO 5L,886.0,20335.04
DETERGENTE LIQUIDO NUTRILAR NEUTRO 500ML,10295.0,20330.85
DETERGENTE LIQUIDO ATOL LIMAO 2L,2261.0,20313.92
SABAO LIQUIDO RUTH CARE DE COCO 1L,1495.0,20307.12
LIMPADOR DE VIDRO FACILLE TRADICIONAL 550ML,2841.0,20294.07
DESINFETANTE GUIMARAES FLORAL 2L,2381.0,20288.65
DESINFETANTE AQUAFAST 1L,1240.0,20286.07
DESINFETANTE GIRANDO SOL JASMIM 3L,1596.0,20279.22
SABAO EM PO ATOL ENCANTOS DA LAVANDA SC 500G,7070.0,20278.94
SABAO LIQUIDO AQUA PLUS AMO 5L,1048.0,20275.55
AGUA SANITARIA DA ILHA 12X1L,918.0,20269.75
LIMPADOR PERFUMADO AZULIM ALEGRIA 500ML,3902.0,20243.4
DESINFETANTE BRANMIX EUCALIPTO LT 1L,1950.0,20242.19
ALVEJANTE SUAVE LAR SEM CLORO 2L,1552.0,20240.24
DESINFETANTE PINHO ALPES PINHO 2L,2900.0,20239.66
DESINFETANTE MINUANO FLORAL 2L,2147.0,20236.91
AGUA SANITARIA VITRAL GALAO 5L,1466.0,20233.42
SABAO LIQUIDO LAVANDEIRA TRADICIONAL 3000ML,1879.0,20218.53
DESINFETANTE JUA HERBAL 2L,2256.0,20210.19
DESINFETANTE BARBAREX VIOLEX 2L,3441.0,20166.57
DESINFETANTE ZAVASKI LAVANDA 2L,2521.0,20142.62
CLORO MONTELAGOS 2L,2656.0,20122.73
DESINFETANTE AROMASIL HORTIFRUTICOLA 300ML,2688.0,20114.0
DETERGENTE LIQUIDO ZUPP ORQUIDEA 500ML,11212.0,20093.28
LIMPEZA PESADA AJAX FRESH POWER 1L,1149.0,20091.27
DESINFETANTE SANTA CLARA HERBAL 2L,3568.0,20084.18
SABAO LIQUIDO ZAB COCO 3L,908.0,20082.07
AGUA SANITARIA SUPER KILEVE 2L,4353.0,20063.69
LIMPADOR DE VIDRO SAIF GATILHO 500ML,1224.0,20060.0
SABAO LIQUIDO SOFT PLUS TOPAZIO 5L,418.0,20057.87
DESINFETANTE REMMUS AMAZON 2L,2946.0,20054.02
DESINFETANTE ALPES LAVANDA 5L,1269.0,20051.47
AMACIANTE DILUIDO BRILHA SUL AZUL FRESH  2L,1502.0,20018.26
CLORO MAIS 2L,2681.0,20005.16
DESINFETANTE RAJJA ALFAZEMA 2L,3303.0,19987.87
AMACIANTE DILUIDO TEIU BRANCO HARMONIA FRASCO 2L,2047.0,19980.19
DESINFETANTE BRINORT PINHO 2L,3541.0,19972.97
LIMPADOR ESSENCIA SANOL CITRONELA 120ML,1746.3,19954.3
DESINFETANTE OLIMPO FLORAL 2L,2272.0,19936.96
AGUA SANITARIA NUTRILAR 2L,3696.0,19926.75
LIMPADOR PERFUMADO BRINORT 2L,2898.0,19922.99
AMACIANTE DILUIDO GUIMARAES FOFURA BRANCO 2L,2646.0,19912.07
DESENGORDURANTE MR MUSCULO PLATINUM COZ LARANJA REFIL 400ML,1467.0,19902.46
DETERGENTE LIQUIDO TANLUX NEUTRO 500ML,13586.0,19896.45
LAVA ROUPAS OMO LAVAG 800G GTS100G,1620.0,19885.73
SABAO LIQUIDO TOP CLEAN CONCENTRADO LAVANDA 2L,2627.0,19869.68
DESINFETANTE LAVABEM FLORAL 1L,5378.0,19824.13
LIMPADOR MULTIUSO AZULIM C/ALCOOL SQZ 500ML,5480.0,19809.35
SABAO EM PO SURF CUIDADO DO COCO 800G,2081.0,19797.34
"CLORO PARA PISCINA WEEKEND 2,4KG",266.0,19795.21
SABAO LIQUIDO ARES ACTION GREEN 5L,885.0,19793.89
AMACIANTE DILUIDO STILL ACONCHEGO 5L,1555.0,19787.59
ALVEJANTE CATARINA SEM CLORO 5L,805.0,19782.41
SABAO EM PO TUDO 1.6KG,1457.0,19782.37
DETERGENTE LIQUIDO MAIS FAMILIA MACA 500ML,9394.0,19773.1
DETERGENTE LIQUIDO RAJJA CLEAR 500ML,11019.0,19769.71
AGUA SANITARIA DACLOR 5L,1493.0,19768.67
DETERGENTE LIQUIDO AQUAFAST COCO 500ML,8718.0,19743.91
LIMPADOR PERFUMADO AZULIM CARINHO 500ML,3825.0,19726.15
AMACIANTE CONCENTRADO APYCE PERFUMADO AZUL 5L,1526.0,19707.34
AGUA SANITARIA ALVEJAX 1L,6857.0,19705.04
SABAO LIQUIDO TUFF ROUPAS FINAS 500ML,1924.0,19704.52
DETERGENTE LIQUIDO POLIAL PISTACHE 500ML,12295.0,19704.1
TIRA MANCHA SEMORIN MAXI 100ML,1199.0,19682.75
LIMPADOR PERFUMADO CASA PERFUMADA FLOR DE LOTUS 1L,3030.0,19678.96
AMACIANTE CONCENTRADO NATURESSE PESSEGO E BAUNILHA 1L,1565.0,19669.04
ALVEJANTE SEMPRE VIVA SEM CLORO 1L,1516.0,19658.16
DESINFETANTE SANOL FORCA BRUTA ORIGINAL 1L,1842.0,19628.52
DESINFETANTE BARRA PINHO CAMPESTRE 500ML,5882.0,19611.21
AGUA SANITARIA CLARIX 2L,3233.0,19593.14
DETERGENTE LIQUIDO ATOL NEUTRO 5L,951.0,19581.06
CLORO LERTOFF 2L,1778.0,19515.17
DESINFETANTE GUARANI VIOLETA 2L,3107.0,19512.31
AGUA SANITARIA GIRANDO SOL BRANCA 2L,2917.0,19508.99
DESINFETANTE LEVE BASE 200ML,5067.0,19498.95
LIMPADOR PERFUMADO AJAX FESTA DAS FLORES MENTA E ORQUIDEA 1L,1593.0,19492.47
DETERGENTE LIQUIDO GEO CLEAR 500ML,10493.0,19488.74
SABAO LIQUIDO DU REI TRADICIONAL 3L,1708.0,19479.92
DESINFETANTE ECONOMICO MARINE 2L,2397.0,19478.69
AMACIANTE DILUIDO OESTE FLORAL 2L,2651.0,19472.29
DETERGENTE LIQUIDO ORIENTAL NEUTRO 500ML,12309.74,19444.34
DESINFETANTE ECONOMICO PINHO 2L,2320.0,19437.84
DETERGENTE LIQUIDO AQUAFAST MACA 500ML,8610.0,19433.5
DESINFETANTE OESTE EUCALIPTO 5L,1585.0,19412.41
LIMPADOR ESSENCIA ZULU ALGODAO 120ML,2376.0,19363.17
SABAO EM PO TIXAN YPE SACHE PRIMA AZUL 400G,4284.0,19354.92
LIMPADOR PERFUMADO CASAFLOR BRASILIDADES GRAVIOLA 1L,2526.0,19351.82
AMACIANTE DILUIDO KIMAFLOR AROMAS DO CAMPO 5L,1334.0,19340.45
DETERGENTE LIQUIDO LAVA BEM NEUTRO 500ML,10626.0,19339.55
AGUA SANITARIA EPORT GF 2L,2778.0,19330.16
AMACIANTE DILUIDO BRILHA SUL ROSA 5L,1682.0,19329.92
SABAO LIQUIDO INVICTO ACTION SUPERACAO 1L,1740.0,19328.57
ALVEJANTE CLASSIC PINK 2L,1235.0,19302.64
AMACIANTE DILUIDO TRIEX AMARELO 2L,2965.0,19301.77
DESINFETANTE ZAB FLORAL PINHO GEL 1L,2959.0,19294.6
LIMPADOR MULTIUSO ZUPP POWER TRADICIONAL 500ML,4576.0,19286.95
SABAO LIQUIDO AQUAFAST LAVAGEM RAPIDA FRESH CLEAN 1L,1680.0,19281.47
ALVEJANTE SANTO BRILHO LIQUIDO SEM CLORO 2L,1612.0,19242.83
DESINFETANTE MAGICO LAVANDA 2L,1494.0,19240.03
DETERGENTE LIQUIDO LAVA BEM LIMAO 500ML,10633.0,19238.17
SABAO LIQUIDO GUARANI TRADICIONAL 5L,629.0,19216.62
LIMPADOR PERFUMADO URCA MOMENTO RELAXANTE 500ML,3726.0,19192.08
SABAO LIQUIDO SOFT PLUS BABY 500ML,1543.0,19188.78
LIMPADOR PERFUMADO CASA E PERFUME AMABLE PG900ML LV1L 1L,1972.0,19186.84
DESINFETANTE OESTE PINHO 2L,3241.0,19173.88
DESINFETANTE DRAGAO LAVANDA 5L,1466.0,19173.12
SABAO LIQUIDO POLLUX TRADICIONAL 3L,1503.0,19121.17
DESINFETANTE BUFALO PINHO MARINE 2L,3275.0,19116.37
LIMPADOR PERFUMADO AZULIM CARINHO 2L,1410.0,19104.86
AMACIANTE DILUIDO QUASAR BRISA 2L,2608.0,19103.76
DETERGENTE LIQUIDO LAVA BEM COCO 500ML,10627.0,19100.88
SABAO LIQUIDO MAIS Q BOM PERF 2L,1473.0,19084.75
AGUA SANITARIA REAL LIMP 2L,2186.0,19082.49
AMACIANTE CONCENTRADO DOWNY BRISA INTENSO 12X500ML,156.0,19079.54
DETERGENTE LIQUIDO LAVA BEM MACA 500ML,10620.0,19054.3
SABAO EM PO TIXAN YPE MACIEZ CX 2KG,1013.0,19048.67
LIMPEZA PESADA SOL LIMPA FORNO DESINCRUSTANTE 230G,1518.0,19033.44
LIMPADOR MULTIUSO AUDAX FACILITA LAVANDA SPRAY 500ML,5878.0,19015.77
REMOVEDOR PERFECTO REMOVEX 2LT PORC,584.0,18986.1
LIMPADOR MULTIUSO PINGO MAGICO FLOTADOR 1L,1090.0,18973.65
DETERGENTE LIQUIDO RADIANTE LIMAO 500ML,11481.0,18959.62
AMACIANTE DILUIDO SOFT PLUS ALECRIM 2L,2302.0,18955.67
AMACIANTE DILUIDO ENVOLV CHUVA DE ALEGRIA 5L,1294.0,18932.56
AMACIANTE CONCENTRADO MINUANO DOCE SEDUÇAO 500ML,1933.0,18909.75
CLORO CLORAL GALAO 5L,1178.0,18902.71
"AMACIANTE DILUIDO BABY SOFT TOQUE DE CARINHO L2P1,8L 2L",2399.0,18892.95
REMOVEDOR MULTISSUPERFICIES ZULU 900ML,1825.0,18890.86
SABAO EM PO SACHE UZZILIM LAVANDA 1KG,2886.0,18832.33
AMACIANTE CONCENTRADO BUFALO VENTO DAS MONCOES 2L,1543.0,18829.39
SABAO LIQUIDO NOVA AURORA 2L,1509.0,18825.63
AMACIANTE DILUIDO ZAVASKI AMOR AZUL 2L,685.0,18811.02
DESINFETANTE NUTRILAR FLORAL 1L,5025.0,18779.67
LIMPADOR DE VIDRO SANTO BRILHO GATILHO 500ML,3236.0,18767.62
SABAO LIQUIDO DRAGAO COCO 1L,2245.0,18747.38
DETERGENTE LIQUIDO ESPUMIL NEUTRO 500ML,11921.0,18735.3
TIRA MANCHA SAIF SEM CLORO 2X500ML + LIMPA MAQUINA 80G,1306.0,18698.04
TIRA MANCHA VANISH SUPER BARRA WHITE+PINK 150G,1249.0,18681.21
LIMPADOR ESSENCIA CONCENTRADA CASAFLOR DESIRE 120ML,1487.0,18664.63
ALVEJANTE ZAB SEM CLORO 1L,2705.0,18652.89
AGUA SANITARIA FC AMARELA 2L,4611.0,18651.86
SABAO LIQUIDO ZAVASKI GLICERINA 3L,863.0,18599.91
SABAO LIQUIDO POLIAL BEM ESTAR 3L,1108.0,18596.37
AMACIANTE DILUIDO ROUPA E CARINHO 2L,3006.0,18596.15
AGUA SANITARIA CRISTAL 2L,2608.0,18577.07
CLORO GRANULADO HTH BALDE 10KG,58.0,18570.67
AGUA SANITARIA MINHA CASA 1L,7853.0,18547.9
SABAO LIQUIDO WOOLITE PRETO 450ML,515.0,18540.46
AMACIANTE DILUIDO YPE ACONCHEGO 24X500ML 12L,283.0,18528.04
AMACIANTE DILUIDO GIRANDO SOL ROSA 500ML,4138.0,18513.74
LIMPADOR PERFUMADO AZULIM TERNURA 1L,2388.0,18501.3
AMACIANTE DILUIDO ECONOMICO SOFT ROSE 2L,2266.0,18496.94
ALVEJANTE SILVA SEM CLORO 5L,948.0,18460.24
AGUA SANITARIA KINTANA GALAO 5L,1311.0,18450.42
"OMO SABAO EM PO SANIT&HIG SC 2,4KG",484.0,18447.16
LIMPADOR ESSENCIA CONCENTRADA CASAFLOR ALGODAO 120ML,1531.0,18444.29
LIMPEZA PESADA ZUPP LIMPA PEDRAS 2L,1050.0,18441.63
SABAO LIQUIDO QUASAR 2L,1515.0,18414.36
LIMPADOR ESSENCIA CONCENTRADA CASAFLOR INTUITIVE 120ML,1496.0,18408.35
DESINFETANTE BRILHA SUL JASMIM 2L,2936.0,18405.73
DETERGENTE LIQUIDO ALPES LIMAO 500ML,8441.0,18380.32
DESINFETANTE APYCE PINHO 2L,3159.0,18370.56
LIMPADOR ESSENCIA MARINA EUCALIPTO 140ML,2234.0,18362.45
LIMPADOR ESSENCIA AROMASIL ORQUIDEA BRANCA 140ML,1976.0,18357.99
AGUA SANITARIA D FLORES 5L,1964.0,18357.13
CLORO CLASSIC 2L EX,2121.0,18350.56
DETERGENTE LIQUIDO AQUAFAST MACA 1L,4014.0,18349.82
DESENGORDURANTE SUPREMA SQUEEZ 500ML,3252.0,18329.68
SABAO EM PO SURF LAVANDA 5EM1 SC 800G,1894.0,18329.31
LIMPADOR ESSENCIA CONCEN POLITRIZ EUCALIPTO MARINE 140ML,1678.0,18321.33
CLORO DACLOR PURO 1L,1915.0,18288.54
LIMPADOR MULTIUSO TUDO LARANJA SQUEEZE 500ML,5432.0,18284.08
SABAO LIQUIDO BRILHANTE CONCENTRADO PARA DILUIR 500ML,596.0,18271.65
DESINFETANTE JUA HERBAL 1L,3957.0,18268.61
SABAO LIQUIDO APYCE GLICERINADO 3L,1162.0,18262.49
DESINFETANTE PET PROCAO CLASSIC PLUS LAVANDA 2L,879.0,18261.61
SABAO EM PO TUFF SACHET 800G,2614.0,18240.03
AMACIANTE DILUIDO GOTA LIMPA FASCINO VIOLETA 5L,1100.0,18210.73
LIMPADOR PERFUMADO SANOL ROSE PETALS 500ML,3498.0,18207.44
DESINFETANTE LAVABEM JASMIM 1L,5036.0,18203.51
AGUA SANITARIA PRO WATER VERDE 5L,1498.0,18198.87
AMACIANTE DILUIDO BRILHA SUL AMARELO 2L,3180.0,18179.62
ALVEJANTE TWIM SEM CLORO 5L,909.0,18168.19
AMACIANTE DILUIDO TOPAZIO ACONCHEGO 2L,3641.0,18165.86
AGUA SANITARIA RADIANTE 5L,1687.0,18163.46
DESINFETANTE ULTRALAR PINHO 2L,2742.0,18152.04
LIMPADOR MULTIUSO ALPES PISO 2L,1329.0,18136.99
SABAO LIQUIDO GLOBAL AMAZONIA 2L,1788.0,18135.23
DESINFETANTE BEM TE VI LAVANDA 500ML,5531.0,18126.57
SABAO EM PO TIXAN YPE MACIEZ SC 500G,3386.0,18116.46
DESINFETANTE CLEAN PLUS LAVANDA 5L,881.0,18112.19
"SABAO EM PO COQUEL NATUREZA LIMPA 1,6KG",982.0,18111.54
SABAO LIQUIDO BUFALO ULTRA PREMIUM 2L,1565.0,18108.35
AMACIANTE DILUIDO AMOLIM CONFORTO AZUL 5L,1441.0,18099.66
TIRA MANCHA QUIMIDROL PERCARBONATO DE SODIO SC 1KG,582.0,18081.1
SABAO LIQUIDO SOFT PLUS COCO 500ML,1445.0,18080.68
DESENGORDURANTE SANOL SQUEEZE 500ML,2574.0,18067.68
SABAO LIQUIDO RADIANTE ACAO TOTAL 3L,720.0,18052.03
AGUA SANITARIA ATRIUS CLORO ATIVO 2L,3297.0,18045.97
SABAO EM PO SACHE TOP LIMP 4KG,1028.0,18018.37
"AMACIANTE DILUIDO INVICTO SENSAÇÕES DE BEM ESTAR AZUL 1,8L",1965.0,18016.12
SABAO EM PO UZZILIM FLORES 1KG,2732.0,18015.19
LIMPADOR MULTIUSO BRILUX TERNURA SPRAY 500ML,3593.0,18013.98
LIMPADOR PERFUMADO CASAFLOR CHA BRANCO 3L,817.0,18011.77
LIMPADOR DE VIDRO RODABRILL ANTI EMBACANTE 100ML,1926.0,17987.76
DESINFETANTE MARINA ERVA DOCE 2L,3267.0,17916.43
DETERGENTE LIQUIDO SUPREMA NATURAL CLEAR 5L,857.0,17869.93
SABAO LIQUIDO NOVO REINO CARIBE 2L,1695.0,17860.51
SABAO EM PO BRILHANTE CUIDADO TOTAL 27X400G,132.0,17843.76
REMOVEDOR ZULU 100ML,3576.0,17834.21
DESINFETANTE ZUPP FRESCORLAVANDA 5L,975.0,17819.93
LIMPADOR PERFUMADO AZULIM AMOR 1L,2286.0,17817.39
AGUA SANITARIA CLASSIC 1L,4959.0,17811.94
DESINFETANTE ORIENTAL LAVANDA 1L,4142.32,17799.1
DETERGENTE LIQUIDO ATILA NEUTRO 500ML,10138.0,17754.66
DETERGENTE LIQUIDO ABSOLUTO LIMAO 500ML,11657.0,17754.19
"AMACIANTE CONCENTRADO AQUAFAST MISTERIO 1,5L",935.0,17745.6
FLOC PLUS 2 EM 1 HIDROAZUL 1L,776.0,17744.27
SABAO EM PO BRILUX TRIPLA ACAO 4KG,429.0,17739.14
AMACIANTE CONCENTRADO FLOM TRADICIONAL 500ML,1754.0,17707.89
DETERGENTE LIQUIDO GUIMARAES NEUTRO 5L,906.0,17659.71
DESINFETANTE APYCE JASMIM 2L,2984.0,17645.06
LIMPADOR PERFUMADO CASAFLOR NATURE 500ML,3802.0,17644.98
TIRA MANCHA SAIF SEM CLORO MULTIUSO 1L,1734.0,17629.34
LIMPEZA PESADA START LIMPA REJUNTES 2L,465.0,17612.76
AMACIANTE DILUIDO BRISA COCO E LAVANDA 2L,2201.0,17611.7
LIMPEZA PESADA CASA LIMPA SABAO DE QUEROSENE 1L,1161.0,17581.9
DESINFETANTE APYCE LAVANDA 2L,3046.0,17572.58
ELIMINADOR DE ODORES PET PROCAO MARINE  2L,852.0,17562.42
DETERGENTE LIQUIDO BRILHA SUL NEUTRO 5L,1128.0,17561.57
AMACIANTE CONCENTRADO NATURESSE JASMIM E FRUTAS VERMELHAS 1L,1397.0,17559.13
SABAO LIQUIDO LAVA BEM LAVANDA 1L,2023.0,17555.83
LIMPADOR MULTIUSO BECKER ORIGINAL 500ML,4330.0,17554.04
DETERGENTE LIQUIDO ALPES NEUTRO 1L,3440.0,17531.82
AGUA SANITARIA KINTANA GF 2L,2531.0,17525.76
DETERGENTE LIQUIDO ABSOLUTO NEUTRO 500ML,11399.0,17521.5
DETERGENTE LIQUIDO ABSOLUTO MACA 500ML,11569.0,17516.5
AMACIANTE CONCENTRADO URCA TERNURA BABY 500ML,3712.0,17490.79
DETERGENTE LIQUIDO MARILUX NEUTRO 500ML,10935.0,17485.98
DESINFETANTE ATRIUS LAVANDA 2L,2914.0,17478.82
DESINFETANTE DRAGAO CAMPESTRE 1L,5253.0,17473.72
REMOVEDOR AZULIM 500 FOLHAS GORDUR GRA 500ML,1175.0,17457.23
SABAO LIQUIDO LIMPLUX SABAO LIQUIDO 2L,1942.0,17451.65
SABAO LIQUIDO ORIENTAL MAX ACAO 2L,1290.0,17449.51
LIMPEZA PESADA GUIMARAES DETERGENTE CLORADO 5EM1 5L,536.0,17446.93
LAVA ROUPA LIQ OMO 7L LAVAGEM PERFEITA,223.0,17425.2
TIRA MANCHA SEMORIN WHITE 100ML,1098.0,17422.52
DESINFETANTE PET PROCAO CLASSIC PLUS CITRONELA 2L,858.0,17419.91
LIMPADOR PERFUMADO AROMASIL FLORES DE BAMBU 1L,2050.0,17381.45
AMACIANTE CONCENTRADO RADIANTE PUFF ORQUIDEA NEGRA 2L,2055.0,17381.37
DETERGENTE LIQUIDO BIO BRILHO NEUTRO 500ML,9917.0,17381.0
DETERGENTE LIQUIDO ZAVASKI NEUTRO 5L,827.0,17378.67
LIMPADOR MULTIUSO ALPES LIMPEZA MAGICA FLOTADOR SPRAY 500ML,1758.0,17377.45
DETERGENTE LIQUIDO BIO BRILHO CLEAR 500ML,9975.0,17362.89
TIRA MANCHAS SUPER CANDIDA BRANQUEADOR 500ML,2022.0,17354.28
AMACIANTE CONCENTRADO DOWNY FRESCOR DA PRIMAVERA GALAO 3L,272.0,17341.02
AMACIANTE DILUIDO YPE TERNURA 5L,681.0,17319.8
SABAO LIQUIDO VIDA MACIA 500ML KIT + AMAC 500ML + SH 200ML,487.0,17312.78
SABAO EM PO GUARANI COCO 400G,11467.0,17294.43
SABAO EM PO INVICTO LAVANDA SACHE 400G,4058.0,17274.33
DESENGORDURANTE MR MUSCULO PLATINUM COZ LARANJA AP 500ML,791.0,17248.53
DETERGENTE LIQUIDO NUTRILAR MACA 500ML,8932.0,17246.76
LIMPADOR ESSENCIA MARIANA LAVANDA 140ML,2114.0,17243.88
DESINFETANTE BUFALO EUCALIPTO 750ML,5000.0,17235.98
SABAO EM PO ALA CUIDADO DO COCO 27X400G,201.0,17232.72
LIMPADOR MULTIUSO TRIEX BROTO DE BAMBU 500ML,5138.0,17216.72
DESINFETANTE KI JOIA LEITOSO FLORAL 2L,3266.0,17213.88
AMACIANTE CONCENTRADO RELAMPAGO HAVAI 2L,2621.0,17213.34
AGUA SANITARIA NEGRITA GALAO 5L,1375.0,17160.67
AGUA SANITARIA DULAR 5L,1508.0,17158.4
ALGICIDA MANUTENÇÃO HLC 1LT,781.0,17156.1
DESINFETANTE Q LAR EUCALIPTO 5L,1475.0,17155.45
DESINFETANTE ALPES PINHO LIMAO 2L,2426.0,17150.24
DESINFETANTE SANOL LEITOSO MARINE 500ML,3899.0,17149.34
SABAO LIQUIDO SMELL CLINIL PLUS 5L,916.0,17121.36
LIMPADOR PERFUMADO URCA MOMENTO PURIFICANTE 500ML,3413.0,17101.56
DESINFETANTE PINHO SOL ORIGINAL PG450ML LV500ML 12X500ML,197.0,17094.8
DESINFETANTE DRAGAO EUCALIPTO 2L,2581.0,17093.49
LIMPADOR ESSENCIA AROMATEC LAVANDA 100ML,2029.0,17092.2
DESINFETANTE GUARANI FLORAL 1L,5028.0,17081.47
LIMPADOR ESSENCIA SETE CHA BRANCO 120ML,1418.0,17069.81
DESINFETANTE UFENOL CREOLINA GERMICIDA/BACTERICIDA 750ML,1346.0,17062.56
SABAO PO ALA 1KG CEREJEIRA/LAVAN,2376.0,17057.03
LIMPADOR MULTIUSO AQUAFAST C/ALCOOL LAVANDA 500ML,3635.0,17052.41
SABAO LIQUIDO OESTE PREMIUM CHA BRANCO 5L,460.0,17024.47
SABAO LIQUIDO UNOLAR FLORAL 5L,658.0,17022.56
DESINFETANTE AZULIM DILUIVEL FLORAL 140ML,1725.9998,17001.48
LIMPADOR PERFUMADO CASAFLOR SERENE 1L,2245.0,16970.48
ALVEJANTE SUPER CANDIDA C/CLORO E DETERGENTE PLUS 1L,2991.0,16962.12
AMACIANTE DILUIDO GUIMARAES FLOR DE CEREJEIRA 2L,2261.0,16962.03
DETERGENTE LIQUIDO UNOLAR MACA 5L,1149.0,16954.8
LIMPADOR PERFUMADO UAU LAVANDA E CONFORTO 1L,1700.0,16953.24
"AMACIANTE CONCENTRADO YPE ALQUIMIA INSPIRACAO 1,5L",784.0,16939.37
AGUA SANITARIA CHEMIX FRASCO 2L,3131.0,16916.22
LIMPADOR ESSENCIA SANOL CONC FLOR DE LARANJEIRA 120ML,1539.0,16908.01
DESINFETANTE EDILIMP LAVANDA 2L,2633.0,16905.83
AGUA SANITARIA DESOMAX 2L,3230.0,16897.98
DESINFETANTE GUARANI FLORAL 2L,2668.0,16896.2
DESINFETANTE BRILHA SUL JASMIN 5L,1376.0,16879.49
DETERGENTE LIQUIDO LIMPOL CONCENTRADO CEREJA HIBISCO 400G,2008.5,16870.14
LIMPEZA PESADA DIABO VERDE DESENTUPIDOR BIOLOGICO 150G,398.0,16860.91
LIMPADOR ESSENCIA ZUPP CITRONELA 120ML,1687.0,16851.08
SABAO LIQUIDO FOFURA 5 L,861.0,16807.12
AMACIANTE DILUIDO PARCERIA AZUL ENCANTO 2L,2833.0,16799.0
CLORO LIQUIDO POLILUZ 1L,2624.0,16797.21
DESENGORDURANTE UAU KIT LIMP 500ML 50% DESC 2X500ML,1196.0,16793.4
SABAO LIQUIDO GUARANI ACAO TOTAL 700ML,2654.0,16788.04
SABAO LIQUIDO MAX LAR AZUL FANTASIA 5L,1318.0,16755.8
LIMPADOR DE VIDRO URCA SQUEEZE 500ML,2519.0,16747.36
DESINFETANTE GIOCA MARINE 2L,2317.0,16747.13
DESINFETANTE SUPER GLOBO PINHO LAVANDA 1L,2622.0,16747.09
LIMPADOR ESSENCIA ZUPP EUCALIPTO 120ML,1682.0,16722.47
AGUA SANITARIA LIMPA FACIL 5L,1863.0,16719.27
"ALVEJANTE ZAVASKI SEM CLORO PARA ROUPAS COLORIDAS 1,5L",1173.0,16716.41
DESINFETANTE GOTA LIMPA LAVANDA 500ML,4759.0,16688.8
LIMPADOR DE VIDRO CIF BORRIFADOR LV500ML PG325ML 500ML,999.0,16674.28
AGUA SANITARIA FAZENDA DA ESPERANCA 2L,2946.0,16667.21
DESENGORDURANTE DIABO VERDE LIMPA GRELHA SPRAY 300ML,604.0,16644.36
DESINFETANTE MARINA FLORAL 5L,1369.0,16642.64
DESINFETANTE OLIMPO MARINE 2L,1913.0,16626.63
AGUA SANITARIA CLINEZA 2L,4089.0,16615.52
DESINFETANTE ATRIUS MARINE 5L,1435.0,16609.67
LIMPADOR PERFUMADO ZULU CEREJA 500ML,3356.0,16605.24
DESINFETANTE AZULIM DILUIVEL MARINE 140ML,1661.0,16576.31
LIMPEZA PESADA UAU ALTA PERFORMANCE 500ML,2050.0,16572.0
CLORO HTH BALDE 10X1 10KG GRANULADO,49.0,16562.22
SABAO EM PO BARBAREX 800G,2826.0,16527.48
DESENGORDURANTE BYT S LIMPA AIR FRYER 500ML,1000.0,16525.25
"AMACIANTE DILUIDO BARBAREX BLUE 1,8L",2663.0,16524.81
ALVEJANTE ECONOMICO SEM CLORO 12X1L,195.0,16511.04
ALVEJANTE BARRIGA VERDE SEM CLORO 5L,794.0,16496.14
LIMPADOR MULTIUSO MEGA CAMPESTRE SP 500ML,5104.0,16487.18
"AMACIANTE DILUIDO ZUPP CONFORTO 1,8L",1756.0,16482.5
LIMPADOR PERFUMADO AZULIM PERA INGLESA E FRESIA 1L,2319.0,16482.02
AGUA SANITARIA GEO 1L,4008.0,16445.32
DETERGENTE LIQUIDO ISIS NEUTRO 5L,1465.0,16430.63
SABAO LIQUIDO CANDURA ROUPAS BCA E COLOR COCO E AVELA 5L,537.0,16420.83
SABAO LIQUIDO ZERO A DOIS BABY 500ML,1237.0,16420.8
SABAO EM PO GEO FLORAL 800G,2037.0,16396.12
DETERGENTE LIQUIDO EDILIMP NEUTRO 2L,2572.0,16396.1
SABAO EM PO TIXAN YPE PRIMAVERA CX 500G,2377.0,16392.86
DESINFETANTE ALPES PINHO EUCALIPTO 2L,2393.0,16363.09
